0: move > for 31 steps - start_point=(50, 0) then L
88: move ^ for 31 steps - start_point=(7, 162) then L
89: move < for 19 steps - start_point=(7, 155) then L
90: move > for 10 steps - start_point=(55, 2) then L
91: move ^ for 19 steps - start_point=(61, 2) then R
92: move V for 30 steps - start_point=(7, 161) then R
93: move < for 24 steps - start_point=(7, 171) then L
94: move V for 17 steps - start_point=(2, 171) then L
95: move > for 42 steps - start_point=(2, 171) then R
96: move V for 31 steps - start_point=(18, 171) then R
97: move < for 32 steps - start_point=(18, 180) then R
98: move ^ for 1 steps - start_point=(16, 180) then R
99: move > for 1 steps - start_point=(16, 179) then L
100: move ^ for 13 steps - start_point=(17, 179) then R
101: move > for 44 steps - start_point=(17, 166) then L
102: move ^ for 14 steps - start_point=(24, 166) then L
103: move < for 7 steps - start_point=(24, 162) then R
104: move ^ for 3 steps - start_point=(17, 162) then L
105: move < for 10 steps - start_point=(17, 159) then R
106: move ^ for 17 steps - start_point=(7, 159) then R
107: move > for 46 steps - start_point=(7, 155) then L
108: move ^ for 42 steps - start_point=(12, 155) then L
109: move < for 33 steps - start_point=(12, 154) then R
110: move ^ for 50 steps - start_point=(8, 154) then L
111: move < for 44 steps - start_point=(8, 148) then L
112: move V for 49 steps - start_point=(2, 148) then L
113: move > for 28 steps - start_point=(2, 156) then R
114: move V for 16 steps - start_point=(14, 156) then L
115: move > for 21 steps - start_point=(14, 163) then L
116: move ^ for 29 steps - start_point=(16, 163) then L
117: move < for 4 steps - start_point=(16, 158) then L
118: move V for 43 steps - start_point=(12, 158) then R
119: move < for 40 steps - start_point=(12, 161) then L
120: move V for 29 steps - start_point=(9, 161) then R
121: move < for 17 steps - start_point=(9, 167) then L
122: move V for 45 steps - start_point=(3, 167) then R
123: move < for 22 steps - start_point=(3, 184) then R
124: move ^ for 32 steps - start_point=(2, 184) then R
125: move > for 4 steps - start_point=(2, 173) then R
126: move V for 25 steps - start_point=(6, 173) then R
127: move < for 27 steps - start_point=(6, 189) then R
128: move ^ for 10 steps - start_point=(2, 189) then L
129: move < for 18 steps - start_point=(2, 188) then L
130: move > for 1 steps - start_point=(88, 1) then L
131: move ^ for 18 steps - start_point=(89, 1) then R
132: move V for 14 steps - start_point=(0, 189) then R
133: move < for 25 steps - start_point=(0, 196) then L
134: move > for 9 steps - start_point=(96, 15) then R
135: move V for 3 steps - start_point=(103, 15) then R
136: move < for 12 steps - start_point=(103, 16) then L
137: move V for 44 steps - start_point=(97, 16) then R
138: move < for 17 steps - start_point=(97, 25) then L
139: move V for 44 steps - start_point=(96, 25) then R
140: move < for 47 steps - start_point=(96, 43) then L
141: move V for 1 steps - start_point=(74, 43) then L
142: move > for 18 steps - start_point=(74, 44) then R
143: move V for 29 steps - start_point=(74, 44) then R
144: move < for 10 steps - start_point=(74, 48) then L
145: move V for 24 steps - start_point=(64, 48) then R
146: move < for 17 steps - start_point=(64, 48) then L
147: move ^ for 47 steps - start_point=(2, 101) then R
148: move V for 1 steps - start_point=(51, 52) then L
149: move > for 33 steps - start_point=(51, 52) then L
150: move ^ for 21 steps - start_point=(51, 52) then R
151: move > for 44 steps - start_point=(51, 50) then R
152: move V for 41 steps - start_point=(55, 50) then L
153: move > for 5 steps - start_point=(55, 84) then L
154: move ^ for 3 steps - start_point=(60, 84) then L
155: move < for 26 steps - start_point=(60, 81) then L
156: move V for 26 steps - start_point=(60, 81) then R
157: move < for 39 steps - start_point=(60, 107) then R
158: move ^ for 47 steps - start_point=(38, 107) then L
159: move < for 14 steps - start_point=(38, 104) then R
160: move ^ for 25 steps - start_point=(25, 104) then L
161: move < for 34 steps - start_point=(25, 104) then R
162: move ^ for 43 steps - start_point=(25, 104) then L
163: move < for 46 steps - start_point=(25, 104) then L
164: move V for 18 steps - start_point=(25, 104) then R
165: move < for 26 steps - start_point=(25, 113) then L
166: move V for 5 steps - start_point=(8, 113) then L
167: move > for 36 steps - start_point=(8, 118) then R
168: move V for 3 steps - start_point=(15, 118) then R
169: move < for 5 steps - start_point=(15, 121) then L
170: move V for 43 steps - start_point=(10, 121) then R
171: move < for 45 steps - start_point=(10, 138) then R
172: move V for 42 steps - start_point=(54, 11) then R
173: move < for 34 steps - start_point=(54, 27) then L
174: move ^ for 3 steps - start_point=(8, 122) then L
175: move < for 40 steps - start_point=(8, 119) then R
176: move ^ for 11 steps - start_point=(7, 119) then L
177: move < for 46 steps - start_point=(7, 116) then R
178: move ^ for 8 steps - start_point=(2, 116) then L
179: move < for 33 steps - start_point=(2, 112) then R
180: move V for 24 steps - start_point=(69, 37) then L
181: move > for 27 steps - start_point=(69, 46) then L
182: move ^ for 7 steps - start_point=(72, 46) then R
183: move > for 24 steps - start_point=(72, 40) then R
184: move V for 22 steps - start_point=(91, 40) then R
185: move < for 12 steps - start_point=(91, 40) then L
186: move V for 41 steps - start_point=(79, 40) then L
187: move > for 37 steps - start_point=(79, 43) then R
188: move V for 6 steps - start_point=(105, 43) then L
189: move > for 17 steps - start_point=(105, 43) then L
190: move ^ for 24 steps - start_point=(105, 43) then L
191: move < for 46 steps - start_point=(105, 34) then L
192: move V for 2 steps - start_point=(103, 34) then R
193: move < for 34 steps - start_point=(103, 36) then L
194: move V for 8 steps - start_point=(93, 36) then L
195: move > for 8 steps - start_point=(93, 44) then L
196: move ^ for 21 steps - start_point=(95, 44) then R
197: move > for 9 steps - start_point=(95, 40) then R
198: move V for 25 steps - start_point=(97, 40) then L
199: move > for 44 steps - start_point=(97, 49) then L
200: move ^ for 27 steps - start_point=(102, 49) then L
201: move < for 14 steps - start_point=(102, 48) then L
202: move V for 5 steps - start_point=(88, 48) then R
203: move < for 22 steps - start_point=(88, 48) then R
204: move ^ for 35 steps - start_point=(78, 48) then R
205: move > for 32 steps - start_point=(78, 43) then R
206: move V for 2 steps - start_point=(105, 43) then R
207: move < for 14 steps - start_point=(105, 43) then L
208: move V for 45 steps - start_point=(91, 43) then R
209: move < for 48 steps - start_point=(91, 48) then R
210: move ^ for 21 steps - start_point=(78, 48) then R
211: move > for 8 steps - start_point=(78, 43) then L
212: move ^ for 46 steps - start_point=(86, 43) then R
213: move > for 20 steps - start_point=(86, 40) then R
214: move V for 15 steps - start_point=(91, 40) then L
215: move > for 49 steps - start_point=(91, 40) then R
216: move V for 1 steps - start_point=(91, 40) then L
217: move > for 22 steps - start_point=(91, 40) then L
218: move ^ for 5 steps - start_point=(91, 40) then R
219: move > for 31 steps - start_point=(91, 37) then L
220: move ^ for 22 steps - start_point=(91, 37) then R
221: move > for 34 steps - start_point=(91, 37) then L
222: move ^ for 35 steps - start_point=(91, 37) then R
223: move > for 2 steps - start_point=(91, 37) then L
224: move ^ for 30 steps - start_point=(91, 37) then R
225: move > for 22 steps - start_point=(91, 37) then R
226: move V for 14 steps - start_point=(91, 37) then L
227: move > for 15 steps - start_point=(91, 40) then R
228: move V for 22 steps - start_point=(91, 40) then R
229: move < for 14 steps - start_point=(91, 40) then R
230: move ^ for 30 steps - start_point=(77, 40) then R
231: move > for 43 steps - start_point=(77, 23) then R
232: move V for 11 steps - start_point=(82, 23) then L
233: move > for 44 steps - start_point=(82, 32) then R
234: move V for 27 steps - start_point=(87, 32) then R
235: move < for 15 steps - start_point=(87, 36) then R
236: move ^ for 30 steps - start_point=(86, 36) then R
237: move > for 20 steps - start_point=(86, 31) then L
238: move ^ for 14 steps - start_point=(104, 31) then L
239: move < for 48 steps - start_point=(104, 31) then R
240: move ^ for 14 steps - start_point=(86, 31) then L
241: move < for 31 steps - start_point=(86, 31) then R
242: move ^ for 7 steps - start_point=(86, 31) then L
243: move < for 13 steps - start_point=(86, 31) then R
244: move ^ for 50 steps - start_point=(86, 31) then L
245: move < for 37 steps - start_point=(86, 31) then R
246: move ^ for 26 steps - start_point=(86, 31) then R
247: move > for 20 steps - start_point=(86, 31) then R
248: move V for 17 steps - start_point=(104, 31) then R
249: move < for 17 steps - start_point=(104, 35) then L
250: move V for 50 steps - start_point=(101, 35) then L
251: move V for 1 steps - start_point=(97, 51) then R
252: move < for 34 steps - start_point=(97, 52) then L
253: move V for 19 steps - start_point=(86, 52) then R
254: move < for 1 steps - start_point=(86, 56) then R
255: move ^ for 47 steps - start_point=(85, 56) then R
256: move > for 34 steps - start_point=(85, 53) then L
257: move ^ for 48 steps - start_point=(86, 53) then L
258: move < for 11 steps - start_point=(86, 40) then R
259: move ^ for 13 steps - start_point=(75, 40) then R
260: move > for 8 steps - start_point=(75, 39) then R
261: move V for 28 steps - start_point=(83, 39) then R
262: move < for 8 steps - start_point=(83, 40) then L
263: move V for 29 steps - start_point=(75, 40) then L
264: move > for 10 steps - start_point=(75, 43) then L
265: move ^ for 10 steps - start_point=(85, 43) then R
266: move > for 16 steps - start_point=(85, 37) then L
267: move ^ for 36 steps - start_point=(86, 37) then R
268: move > for 38 steps - start_point=(86, 31) then L
269: move ^ for 13 steps - start_point=(104, 31) then L
270: move < for 1 steps - start_point=(104, 31) then R
271: move ^ for 3 steps - start_point=(103, 31) then R
272: move > for 12 steps - start_point=(103, 28) then L
273: move ^ for 48 steps - start_point=(106, 28) then L
274: move < for 39 steps - start_point=(106, 27) then R
275: move ^ for 7 steps - start_point=(100, 27) then L
276: move < for 39 steps - start_point=(100, 22) then L
277: move V for 15 steps - start_point=(93, 22) then L
278: move > for 35 steps - start_point=(93, 29) then L
279: move ^ for 24 steps - start_point=(109, 29) then R
280: move > for 31 steps - start_point=(109, 26) then L
281: move ^ for 28 steps - start_point=(109, 26) then L
282: move < for 21 steps - start_point=(109, 26) then R
283: move ^ for 22 steps - start_point=(107, 26) then R
284: move > for 37 steps - start_point=(107, 13) then R
285: move V for 13 steps - start_point=(119, 13) then R
286: move < for 10 steps - start_point=(119, 26) then R
287: move ^ for 46 steps - start_point=(117, 26) then R
288: move > for 8 steps - start_point=(117, 26) then L
289: move ^ for 18 steps - start_point=(123, 26) then R
290: move > for 36 steps - start_point=(123, 25) then L
291: move ^ for 3 steps - start_point=(125, 25) then R
292: move > for 1 steps - start_point=(125, 25) then R
293: move V for 26 steps - start_point=(125, 25) then L
294: move > for 23 steps - start_point=(125, 29) then R
295: move V for 48 steps - start_point=(128, 29) then L
296: move > for 18 steps - start_point=(128, 29) then R
297: move V for 40 steps - start_point=(128, 29) then R
298: move < for 3 steps - start_point=(128, 29) then L
299: move V for 39 steps - start_point=(125, 29) then L
300: move > for 6 steps - start_point=(125, 29) then L
301: move ^ for 13 steps - start_point=(128, 29) then R
302: move > for 20 steps - start_point=(128, 27) then L
303: move ^ for 28 steps - start_point=(134, 27) then L
304: move < for 8 steps - start_point=(134, 27) then L
305: move V for 12 steps - start_point=(127, 27) then R
306: move < for 27 steps - start_point=(127, 39) then R
307: move ^ for 39 steps - start_point=(127, 39) then L
308: move < for 46 steps - start_point=(127, 14) then L
309: move V for 49 steps - start_point=(119, 14) then R
310: move < for 1 steps - start_point=(119, 48) then L
311: move V for 8 steps - start_point=(118, 48) then R
312: move ^ for 39 steps - start_point=(96, 68) then L
313: move < for 7 steps - start_point=(96, 52) then L
314: move V for 48 steps - start_point=(89, 52) then R
315: move < for 19 steps - start_point=(89, 52) then L
316: move V for 38 steps - start_point=(86, 52) then L
317: move > for 11 steps - start_point=(86, 56) then L
318: move ^ for 45 steps - start_point=(92, 56) then R
319: move > for 36 steps - start_point=(92, 48) then R
320: move V for 11 steps - start_point=(113, 48) then R
321: move < for 10 steps - start_point=(113, 48) then L
322: move V for 42 steps - start_point=(103, 48) then R
323: move < for 18 steps - start_point=(103, 48) then R
324: move ^ for 20 steps - start_point=(85, 48) then R
325: move > for 11 steps - start_point=(85, 37) then R
326: move V for 21 steps - start_point=(86, 37) then R
327: move < for 22 steps - start_point=(86, 38) then R
328: move ^ for 42 steps - start_point=(76, 38) then L
329: move < for 39 steps - start_point=(76, 37) then R
330: move ^ for 42 steps - start_point=(71, 37) then R
331: move > for 45 steps - start_point=(71, 13) then L
332: move ^ for 2 steps - start_point=(89, 13) then R
333: move > for 50 steps - start_point=(89, 11) then R
334: move V for 5 steps - start_point=(101, 11) then L
335: move > for 34 steps - start_point=(101, 16) then R
336: move V for 2 steps - start_point=(117, 16) then R
337: move < for 25 steps - start_point=(117, 17) then R
338: move ^ for 49 steps - start_point=(114, 17) then R
339: move > for 32 steps - start_point=(114, 13) then L
340: move ^ for 44 steps - start_point=(119, 13) then L
341: move < for 43 steps - start_point=(19, 196) then L
342: move V for 17 steps - start_point=(13, 196) then L
343: move > for 16 steps - start_point=(113, 10) then R
344: move V for 4 steps - start_point=(115, 10) then L
345: move > for 49 steps - start_point=(115, 14) then R
346: move V for 49 steps - start_point=(117, 14) then R
347: move < for 9 steps - start_point=(117, 17) then R
348: move ^ for 4 steps - start_point=(114, 17) then R
349: move > for 21 steps - start_point=(114, 13) then R
350: move V for 32 steps - start_point=(119, 13) then L
351: move > for 18 steps - start_point=(119, 45) then L
352: move ^ for 26 steps - start_point=(120, 45) then L
353: move < for 10 steps - start_point=(120, 29) then R
354: move ^ for 26 steps - start_point=(111, 29) then L
355: move < for 7 steps - start_point=(111, 18) then L
356: move V for 3 steps - start_point=(104, 18) then R
357: move < for 27 steps - start_point=(104, 21) then L
358: move V for 12 steps - start_point=(101, 21) then L
359: move > for 41 steps - start_point=(101, 33) then R
360: move V for 39 steps - start_point=(104, 33) then L
361: move > for 31 steps - start_point=(104, 35) then R
362: move V for 24 steps - start_point=(109, 35) then L
363: move V for 40 steps - start_point=(90, 59) then L
364: move > for 18 steps - start_point=(90, 65) then L
365: move ^ for 48 steps - start_point=(91, 65) then L
366: move < for 26 steps - start_point=(91, 56) then L
367: move V for 49 steps - start_point=(65, 56) then R
368: move < for 41 steps - start_point=(65, 62) then R
369: move ^ for 17 steps - start_point=(57, 62) then R
370: move > for 35 steps - start_point=(57, 61) then R
371: move V for 28 steps - start_point=(61, 61) then L
372: move > for 30 steps - start_point=(61, 66) then R
373: move V for 23 steps - start_point=(62, 66) then L
374: move > for 39 steps - start_point=(62, 67) then R
375: move V for 35 steps - start_point=(74, 67) then L
376: move > for 1 steps - start_point=(74, 73) then L
377: move ^ for 42 steps - start_point=(75, 73) then R
378: move > for 4 steps - start_point=(75, 72) then L
379: move ^ for 46 steps - start_point=(79, 72) then L
380: move < for 18 steps - start_point=(79, 65) then R
381: move ^ for 28 steps - start_point=(70, 65) then R
382: move > for 48 steps - start_point=(70, 61) then R
383: move > for 6 steps - start_point=(111, 47) then L
384: move ^ for 30 steps - start_point=(115, 47) then L
385: move < for 5 steps - start_point=(115, 35) then L
386: move V for 30 steps - start_point=(111, 35) then R
387: move < for 42 steps - start_point=(111, 37) then R
388: move ^ for 42 steps - start_point=(93, 37) then R
389: move > for 28 steps - start_point=(93, 31) then L
390: move ^ for 47 steps - start_point=(104, 31) then L
391: move < for 14 steps - start_point=(104, 31) then L
392: move V for 12 steps - start_point=(90, 31) then R
393: move < for 5 steps - start_point=(90, 43) then L
394: move V for 46 steps - start_point=(85, 43) then R
395: move < for 25 steps - start_point=(85, 50) then L
396: move V for 32 steps - start_point=(85, 50) then L
397: move > for 2 steps - start_point=(85, 50) then R
398: move V for 49 steps - start_point=(86, 50) then R
399: move < for 14 steps - start_point=(86, 56) then R
400: move ^ for 42 steps - start_point=(72, 56) then L
401: move < for 47 steps - start_point=(72, 56) then R
402: move < for 27 steps - start_point=(6, 112) then R
403: move V for 45 steps - start_point=(69, 37) then R
404: move < for 15 steps - start_point=(69, 46) then L
405: move V for 17 steps - start_point=(59, 46) then L
406: move > for 27 steps - start_point=(59, 46) then R
407: move V for 2 steps - start_point=(72, 46) then L
408: move > for 20 steps - start_point=(72, 48) then L
409: move ^ for 15 steps - start_point=(76, 48) then R
410: move > for 31 steps - start_point=(76, 37) then L
411: move ^ for 36 steps - start_point=(83, 37) then R
412: move > for 47 steps - start_point=(83, 37) then L
413: move ^ for 31 steps - start_point=(83, 37) then R
414: move > for 41 steps - start_point=(83, 37) then L
415: move ^ for 38 steps - start_point=(83, 37) then L
416: move < for 31 steps - start_point=(83, 37) then R
417: move ^ for 41 steps - start_point=(71, 37) then L
418: move < for 50 steps - start_point=(71, 13) then R
419: move V for 32 steps - start_point=(22, 136) then L
420: move > for 28 steps - start_point=(22, 136) then R
421: move V for 14 steps - start_point=(22, 136) then L
422: move > for 22 steps - start_point=(22, 136) then R
423: move V for 39 steps - start_point=(22, 136) then L
424: move > for 31 steps - start_point=(22, 136) then R
425: move V for 22 steps - start_point=(22, 136) then L
426: move > for 9 steps - start_point=(22, 136) then R
427: move V for 40 steps - start_point=(22, 136) then L
428: move > for 35 steps - start_point=(22, 136) then L
429: move ^ for 10 steps - start_point=(22, 136) then R
430: move > for 11 steps - start_point=(22, 126) then L
431: move ^ for 9 steps - start_point=(33, 126) then L
432: move < for 37 steps - start_point=(33, 119) then R
433: move ^ for 15 steps - start_point=(26, 119) then L
434: move < for 43 steps - start_point=(26, 106) then R
435: move ^ for 49 steps - start_point=(8, 106) then R
436: move V for 28 steps - start_point=(50, 58) then R
437: move < for 46 steps - start_point=(50, 79) then L
438: move > for 3 steps - start_point=(29, 106) then R
439: move V for 31 steps - start_point=(30, 106) then L
440: move > for 34 steps - start_point=(30, 106) then R
441: move V for 9 steps - start_point=(30, 106) then L
442: move > for 32 steps - start_point=(30, 106) then L
443: move ^ for 7 steps - start_point=(30, 106) then R
444: move > for 29 steps - start_point=(30, 100) then R
445: move V for 29 steps - start_point=(31, 100) then L
446: move > for 13 steps - start_point=(31, 105) then L
447: move ^ for 6 steps - start_point=(42, 105) then R
448: move > for 9 steps - start_point=(42, 105) then R
449: move V for 42 steps - start_point=(42, 105) then L
450: move > for 7 steps - start_point=(42, 113) then R
451: move V for 48 steps - start_point=(49, 113) then R
452: move < for 18 steps - start_point=(49, 126) then R
453: move ^ for 26 steps - start_point=(45, 126) then L
454: move < for 37 steps - start_point=(45, 124) then L
455: move V for 29 steps - start_point=(45, 124) then R
456: move < for 45 steps - start_point=(45, 129) then R
457: move ^ for 46 steps - start_point=(14, 129) then L
458: move < for 8 steps - start_point=(14, 121) then R
459: move ^ for 37 steps - start_point=(7, 121) then L
460: move < for 19 steps - start_point=(7, 116) then L
461: move V for 26 steps - start_point=(2, 116) then L
462: move > for 13 steps - start_point=(2, 139) then R
463: move V for 32 steps - start_point=(9, 139) then R
464: move < for 21 steps - start_point=(9, 149) then L
465: move V for 41 steps - start_point=(5, 149) then L
466: move > for 2 steps - start_point=(5, 190) then L
467: move ^ for 40 steps - start_point=(5, 190) then L
468: move < for 30 steps - start_point=(5, 150) then L
469: move V for 24 steps - start_point=(4, 150) then L
470: move > for 15 steps - start_point=(4, 171) then L
471: move ^ for 46 steps - start_point=(18, 171) then R
472: move > for 33 steps - start_point=(18, 168) then L
473: move ^ for 3 steps - start_point=(24, 168) then R
474: move > for 50 steps - start_point=(24, 165) then L
475: move ^ for 48 steps - start_point=(43, 165) then R
476: move > for 9 steps - start_point=(43, 161) then L
477: move ^ for 35 steps - start_point=(46, 161) then R
478: move > for 13 steps - start_point=(46, 153) then R
479: move > for 39 steps - start_point=(53, 148) then L
480: move ^ for 30 steps - start_point=(59, 148) then L
481: move < for 45 steps - start_point=(59, 148) then R
482: move ^ for 29 steps - start_point=(49, 148) then L
483: move < for 13 steps - start_point=(49, 138) then L
484: move V for 1 steps - start_point=(45, 138) then L
485: move > for 6 steps - start_point=(45, 139) then R
486: move V for 22 steps - start_point=(49, 139) then R
487: move < for 5 steps - start_point=(49, 160) then R
488: move ^ for 28 steps - start_point=(44, 160) then L
489: move < for 22 steps - start_point=(44, 156) then L
490: move V for 1 steps - start_point=(38, 156) then R
491: move < for 28 steps - start_point=(38, 157) then R
492: move ^ for 27 steps - start_point=(32, 157) then L
493: move < for 23 steps - start_point=(32, 157) then R
494: move ^ for 21 steps - start_point=(32, 157) then L
495: move < for 44 steps - start_point=(32, 157) then L
496: move V for 22 steps - start_point=(32, 157) then L
497: move > for 2 steps - start_point=(32, 157) then L
498: move ^ for 18 steps - start_point=(34, 157) then L
499: move < for 41 steps - start_point=(34, 149) then L
500: move V for 47 steps - start_point=(27, 149) then L
501: move > for 25 steps - start_point=(27, 151) then R
502: move V for 18 steps - start_point=(44, 151) then L
503: move > for 27 steps - start_point=(44, 154) then R
504: move V for 11 steps - start_point=(49, 154) then R
505: move < for 8 steps - start_point=(49, 160) then R
506: move ^ for 39 steps - start_point=(44, 160) then R
507: move > for 7 steps - start_point=(44, 156) then L
508: move < for 5 steps - start_point=(56, 148) then L
509: move V for 35 steps - start_point=(51, 148) then L
510: move V for 1 steps - start_point=(49, 151) then R
511: move < for 5 steps - start_point=(49, 152) then R
512: move ^ for 12 steps - start_point=(47, 152) then L
513: move < for 43 steps - start_point=(47, 150) then R
514: move ^ for 3 steps - start_point=(41, 150) then R
515: move > for 5 steps - start_point=(41, 147) then R
516: move V for 36 steps - start_point=(45, 147) then R
517: move < for 20 steps - start_point=(45, 150) then L
518: move V for 18 steps - start_point=(41, 150) then L
519: move > for 47 steps - start_point=(41, 159) then L
520: move < for 25 steps - start_point=(59, 148) then R
521: move ^ for 27 steps - start_point=(49, 148) then R
522: move > for 30 steps - start_point=(49, 138) then L
523: move ^ for 39 steps - start_point=(61, 138) then L
524: move < for 16 steps - start_point=(61, 126) then R
525: move ^ for 14 steps - start_point=(58, 126) then L
526: move < for 27 steps - start_point=(58, 124) then R
527: move ^ for 26 steps - start_point=(58, 124) then R
528: move > for 21 steps - start_point=(58, 124) then R
529: move V for 34 steps - start_point=(59, 124) then R
530: move < for 3 steps - start_point=(59, 126) then L
531: move V for 13 steps - start_point=(58, 126) then L
532: move > for 9 steps - start_point=(58, 139) then L
533: move ^ for 14 steps - start_point=(58, 139) then R
534: move > for 17 steps - start_point=(58, 125) then L
535: move ^ for 21 steps - start_point=(59, 125) then L
536: move < for 29 steps - start_point=(59, 123) then L
537: move V for 21 steps - start_point=(59, 123) then R
538: move < for 41 steps - start_point=(59, 126) then R
539: move ^ for 3 steps - start_point=(58, 126) then R
540: move > for 22 steps - start_point=(58, 124) then L
541: move ^ for 29 steps - start_point=(59, 124) then L
542: move < for 10 steps - start_point=(59, 123) then L
543: move V for 26 steps - start_point=(59, 123) then R
544: move < for 12 steps - start_point=(59, 126) then R
545: move ^ for 42 steps - start_point=(58, 126) then L
546: move < for 32 steps - start_point=(58, 124) then L
547: move V for 23 steps - start_point=(58, 124) then L
548: move > for 50 steps - start_point=(58, 147) then R
549: move V for 36 steps - start_point=(58, 147) then R
550: move ^ for 30 steps - start_point=(33, 158) then R
551: move > for 11 steps - start_point=(33, 135) then R
552: move V for 14 steps - start_point=(33, 135) then R
553: move < for 33 steps - start_point=(33, 149) then L
554: move V for 11 steps - start_point=(27, 149) then R
555: move < for 24 steps - start_point=(27, 151) then R
556: move ^ for 36 steps - start_point=(27, 151) then L
557: move < for 42 steps - start_point=(27, 116) then R
558: move ^ for 29 steps - start_point=(2, 116) then R
559: move > for 45 steps - start_point=(2, 112) then R
560: move V for 1 steps - start_point=(7, 112) then R
561: move < for 43 steps - start_point=(7, 112) then L
562: move ^ for 30 steps - start_point=(69, 37) then L
563: move < for 21 steps - start_point=(69, 28) then L
564: move V for 5 steps - start_point=(58, 28) then R
565: move < for 29 steps - start_point=(58, 33) then R
566: move ^ for 20 steps - start_point=(58, 33) then L
567: move < for 13 steps - start_point=(58, 13) then L
568: move ^ for 25 steps - start_point=(4, 136) then L
569: move < for 42 steps - start_point=(4, 133) then R
